Manufacturer,Model,Device Codename,Chipset Processor,DPI,Pixel
 HUAWEI/HONOR, STF-L09, HWSTF, hi3660, 320dpi, 720x1280
 HUAWEI/HONOR, STF-AL00, HWSTF, hi3660, 360dpi, 720x1280
 HUAWEI/HONOR, DUA-L22, HWDUA-M, mt6739, 320dpi, 720x1352
 HUAWEI/HONOR, DUA-LX9, HWDUA-MR, mt6765, 360dpi, 720x1352
 HUAWEI/HONOR, LLD-L21, HWLLD-H, hi6250, 320dpi, 720x1354
 HUAWEI/HONOR, LLD-L31, HWLLD-H, hi6250, 360dpi, 720x1354
 HUAWEI/HONOR, DUA-L22, HWDUA-M, m, 320dpi, 720x1356
 HUAWEI/HONOR, DRA-LX5, HWDRA-MG, mt6739, 360dpi, 720x1356
 HUAWEI/HONOR, DUA-AL00, HWDUA-M, mt6739, 360dpi, 720x1356
 HUAWEI/HONOR, DUA-L22, HWDUA-M, mt, 320dpi, 720x1357
 HUAWEI/HONOR, AUM-AL20, HWAUM-Q, qcom, 320dpi, 720x1358
 HUAWEI/HONOR, AUM-L29, HWAUM-Q, q, 320dpi, 720x1358
 HUAWEI/HONOR, AUM-L29, HWAUM-Q, qcom, 320dpi, 720x1358
 HUAWEI/HONOR, AUM-L41, HWAUM-Q, q, 320dpi, 720x1358
 HUAWEI/HONOR, AUM-L41, HWAUM-Q, qcom, 320dpi, 720x1358
 HUAWEI/HONOR, BND-L21, HWBND-H, hi6250, 360dpi, 720x1358
 HUAWEI/HONOR, LND-L29, HWLND-Q, qcom, 320dpi, 720x1360
 HUAWEI/HONOR, BKL-AL20, HWBKL, kirin970, 360dpi, 720x1360
 HUAWEI/HONOR, YAL-L41, HWYAL, kirin980, 320dpi, 720x1366
 HUAWEI/HONOR, KSA-LX9, HWKSA-M, mt6761, 360dpi, 720x1372
 HUAWEI/HONOR, COL-AL10, HWCOL, kirin970, 320dpi, 720x1374
 HUAWEI/HONOR, COL-L29, HWCOL, kirin97, 320dpi, 720x1374
 HUAWEI/HONOR, EBG-AN10, HWEBG, kirin990, 320dpi, 720x1399
 HUAWEI/HONOR, AKA-L29, HWAKA-H, kirin710, 360dpi, 720x1411
 HUAWEI/HONOR, JAT-L29, HWJAT-M, mt6765, 360dpi, 720x1422
 HUAWEI/HONOR, JAT-L41, HWJAT-M, mt6765, 360dpi, 720x1422
 HUAWEI/HONOR, JAT-LX1, HWJAT-M, mt6765, 360dpi, 720x1422
 HUAWEI/HONOR, JSN-L22, HWJSN-H, kirin710, 320dpi, 720x1425
 HUAWEI/HONOR, JSN-L21, HWJSN-H, kirin710, 360dpi, 720x1425
 HUAWEI/HONOR, HRY-LX1, HWHRY-H, kirin710, 320dpi, 720x1426
 HUAWEI/HONOR, HRY-LX1T, HWHRY-HF, ki, 320dpi, 720x1426
 HUAWEI/HONOR, HRY-LX1T, HWHRY-HF, kir, 320dpi, 720x1426
 HUAWEI/HONOR, BKK-AL10, HWBKK-Q, qcom, 320dpi, 720x1440
 HUAWEI/HONOR, BKK-L21, HWBKK-Q, q, 320dpi, 720x1440
 HUAWEI/HONOR, BKK-L21, HWBKK-Q, qcom, 320dpi, 720x1440
 HUAWEI/HONOR, BKK-LX2, HWBKK-Q, qcom, 320dpi, 720x1440
 HUAWEI/HONOR, DNN-LX9, HWDNN-H, kirin710, 360dpi, 720x1453
 HUAWEI/HONOR, MOA-LX9N, HWMOA-MR, mt, 360dpi, 720x1470
 HUAWEI/HONOR, MOA-LX9N, HWMOA-MR, mt6765, 360dpi, 720x1470
 HUAWEI/HONOR, STK-LX1, HWSTK-HF, kirin710, 360dpi, 720x1482
 HUAWEI/HONOR, MAR-LX1H, HWMAR, kirin710, 405dpi, 810x1581
 HUAWEI/Huawei, HUAWEI P7-L10, hwp7, hi6620oem, 480dpi, 1080x1776
 HUAWEI/Huawei, PE-TL10, hwPE, hi3630, 480dpi, 1080x1776
 HUAWEI/Huawei, H60-L04, hwH60, hi3630, 480dpi, 1080x1812
 HUAWEI/Huawei, ALE-L21, hwALE-H, hi6210sft, 320dpi, 1196x720
 HUAWEI/Huawei, CHC-U01, hwCHC-H, hi6210sft, 320dpi, 1280x720
 HUAWEI/Huawei, G7-L01, hwG7-L01, qcom, 320dpi, 720x1184
 HUAWEI/Huawei, HUAWEI G7-L01, hwG7-L01, qcom, 320dpi, 720x1184
 HUAWEI/Huawei, HUAWEI G7-L03, hwG7-L03, qcom, 320dpi, 720x1184
 HUAWEI/Huawei, HUAWEI SCC-U21, hwSCC-Q, qcom, 320dpi, 720x1184
 HUAWEI/Huawei, HUAWEI SCL-L21, hwSCL-Q, qcom, 320dpi, 720x1184
 HUAWEI/Huawei, ALE-L02, hwALE-H, hi6210sft, 320dpi, 720x1208
 HUAWEI/Huawei, G740-L00, hwG740-L00, qcom, 320dpi, 720x1280
 HUAWEI/Huawei, HUAWEI G750-U10, hwG750-U10, mt6592, 320dpi, 720x1280
 HUAWEI/Huawei, HUAWEI MediaPad T1 10 4G, hwt1a21l, qcom, 160dpi, 800x1232
 HUAWEI/Huawei, MediaPad 10 Link+, hws10231l, hws10231l, 160dpi, 800x1232
 HUAWEI/Huawei, T1-A21L, hwt1a21l, qcom, 160dpi, 800x1232
 HUAWEI/Huawei, T1-A21w, hwt1a21l, qcom, 160dpi, 800x1232
 INFINIX MOBILITY LIMITED/Infinix, Infinix X687, Infinix-X687, mt6785, 480dpi, 1080x2196
 INFINIX MOBILITY LIMITED/Infinix, Infinix X695C, Infinix-X695C, mt6785, 480dpi, 1080x2208
 INFINIX MOBILITY LIMITED/Infinix, Infinix X5515, Infinix-X5515, mt6739, 320dpi, 720x1344
 INFINIX MOBILITY LIMITED/Infinix, Infinix X655D, Infinix-X655D, mt6765, 320dpi, 720x1424
 INFINIX MOBILITY LIMITED/Infinix, Infinix X657B, Infinix-X657B, mt6761, 320dpi, 720x1432
 INFINIX MOBILITY LIMITED/Infinix, Infinix X650C, Infinix-X650C, mt6765, 320dpi, 720x1440
 INFINIX MOBILITY LIMITED/Infinix, Infinix X653, Infinix-X653, mt6761, 320dpi, 720x1440
 INFINIX MOBILITY LIMITED/Infinix, Infinix X653C, Infinix-X653C, mt6761, 320dpi, 720x1440
 INFINIX MOBILITY LIMITED/Infinix, Infinix X657C, Infinix-X657C, mt6761, 320dpi, 720x1440
 INFINIX MOBILITY LIMITED/Infinix, Infinix X6512, Infinix-X6512, mt6761, 320dpi, 720x1444
 INFINIX MOBILITY LIMITED/Infinix, Infinix X682B, Infinix-X682B, mt6769, 320dpi, 720x1464
 INFINIX MOBILITY LIMITED/Infinix, Infinix X692, Infinix-X692, mt6769, 320dpi, 720x1464
 INFINIX MOBILITY LIMITED/Infinix, Infinix X688B, Infinix-X688B, mt6765, 320dpi, 720x1472
 INFINIX MOBILITY LIMITED/Infinix, Infinix X650, Infinix-X650, mt6580, 320dpi, 720x1504
 ITEL MOBILE LIMITED/Itel, itel L5002, itel-L5002, L5002, 320dpi, 720x1280
 ITEL MOBILE LIMITED/Itel, itel S32, itel-S32, mt6580, 320dpi, 720x1280
 ITEL MOBILE LIMITED/Itel, itel A45, itel-A45, mt6739, 320dpi, 720x1344
 ITEL MOBILE LIMITED/Itel, itel L6006, itel-L6006, sp9832e_1h10_go, 360dpi, 720x1392
 ITEL MOBILE LIMITED/Itel, itel L6005, itel-L6005, L6005, 320dpi, 720x1400
 ITEL MOBILE LIMITED/Itel, itel L6502, itel-L6502, L6502, 320dpi, 720x1444
 LEAGOO, T5, T5, mt6755, 480dpi, 1080x1776
 LEAGOO, LEAGOO M8, M8, mt6580, 320dpi, 720x1184
 LEAGOO, M8 Pro, F5C, mt6735, 320dpi, 720x1184
 LEAGOO, KIICAA POWER, t592_otd_kiicaa, mt6580, 320dpi, 720x1280
 LEAGOO, XRover, XRover, mt6763, 320dpi, 720x1344
 LEAGOO, S11, S11, mt6765, 360dpi, 720x1356
 LEAGOO, M12, M12, mt6739, 320dpi, 720x1368
 LEAGOO, S9, S9, mt6755, 320dpi, 720x1416
 LeMobile/LeEco, Le X520, le_s2, qcom, 420dpi, 1080x1920
 LeMobile/LeEco, Le X522, le_s2_na, qcom, 420dpi, 1080x1920
 LeMobile/LeEco, Le X620, le_x6, mt6797, 420dpi, 1080x1920
 LeMobile/LeEco, LEX657, le_x7, mt6797, 420dpi, 1080x1920
 LeMobile/LeEco, LEX722, le_zl0, qcom, 420dpi, 1080x1920
 LeMobile/LeEco, X52X, le_s2_ww, qcom, 420dpi, 1080x1920
 LeMobile/LeEco, Le X527, le_s2_ww, qcom, 480dpi, 1080x1920
 LeMobile/LeEco, Le X626, le_x6, mt6797, 480dpi, 1080x1920
 LeMobile/LeEco, LEX626, le_x6, mt6797, 480dpi, 1080x1920
 LeMobile/LeEco, Le X820, le_x2, qcom, 560dpi, 1440x2560
 LeMobile/LeEco, Le X829, le_x2_na, qcom, 560dpi, 1440x2560
 LeMobile/LeEco, LEX820, le_x2, qcom, 560dpi, 1440x2560
 LeMobile/Letv, Le X526, le_s2_ww, qcom, 420dpi, 1080x1920
 LeMobile/Letv, Le X527, le_s2_ww, qcom, 420dpi, 1080x1920
 LeMobile/Letv, Le X820, le_x2, qcom, 640dpi, 1440x2560
 LENOVO/Lenovo, Lenovo P2a42, P2a42, qcom, 480dpi, 1080x1776
 LENOVO/Lenovo, Lenovo PB1-770M, PB1-770M, qcom, 320dpi, 1080x1824
 LENOVO/Lenovo, Lenovo A6020a46, A6020a46, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo A6020l36, A6020l36, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo A7010a48, A7010a48, mt6735, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo A7020a40, A7020a40, mt6755, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo A7020a48, A7020a48, mt6755, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K33a42, K33a42, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K33a48, K33a48, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K50-t5, aio_otfp, mt6752, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K50-T5, K50-T5, mt6752, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K51c78, k5fp, mt6735, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K52e78, k52_e78, mt6755, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K53a48, K53a48, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K53b36, K53b36, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K8 Note, manning, mt6797, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K8 Plus, marino_f, mt6757, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K900_ROW, K900_ROW, redhookbay, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo P90, P90, mofd_v1, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo S1a40, S1a40, H201, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo S1a40, S1a40, mt6752, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo X3a40, x3_row, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo Z90-7, zoom_fdd, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo Z90a40, zoom_row, qcom, 480dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K33b36, K33b36, qcom, 540dpi, 1080x1920
 LENOVO/Lenovo, Lenovo K520, seoul, qcom, 480dpi, 1080x2016
 LENOVO/Lenovo, Lenovo L38041, kunlun, qcom, 480dpi, 1080x2016
 LENOVO/Lenovo, Lenovo L58041, sprout, qcom, 480dpi, 1080x2102
 LENOVO/Lenovo, Lenovo L38111, kunlun2, qcom, 480dpi, 1080x2106
 LENOVO/Lenovo, Lenovo L78071, jd2019, qcom, 480dpi, 1080x2106
 LENOVO/Lenovo, Lenovo Z6 Pro, zippo, qcom, 440dpi, 1080x2133
 LENOVO/Lenovo, Lenovo L79031, moba, qcom, 480dpi, 1080x2340
 LENOVO/Lenovo, Lenovo TB-X606X, X606X, mt8768, 360dpi, 1200x1812
 LENOVO/Lenovo, Lenovo TB-X704L, X704L, qcom, 360dpi, 1200x1812
 LENOVO/Lenovo, Lenovo TB-X705L, X705L, qcom, 360dpi, 1200x1812
 LENOVO/Lenovo, Lenovo TB-8703X, TB-8703X, qcom, 320dpi, 1200x1824
 LENOVO/Lenovo, Lenovo TB-8704X, TB-8704X, qcom, 320dpi, 1200x1824
 LENOVO/Lenovo, Lenovo TB-8705F, 8705F, mt8768, 320dpi, 1200x1824
 LENOVO/Lenovo, Lenovo TB-X606F, X606F, mt8768, 320dpi, 1200x1824
 LENOVO/Lenovo, Lenovo TB-X605L, X605L, qcom, 280dpi, 1200x1836
 LENOVO/Lenovo, Lenovo YT-X705X, YT-X705X, qcom, 264dpi, 1200x1841
 LENOVO/Lenovo, Lenovo TAB 2 A10-70L, A10-70L, mt6752, 240dpi, 1200x1848
 LENOVO/Lenovo, Lenovo TB3-X70L, TB3-X70L, mt6735, 240dpi, 1200x1848
 LENOVO/Lenovo, Lenovo TB-X704F, X704F, qcom, 240dpi, 1200x1848
 LENOVO/Lenovo, Lenovo YT-X705F, YT-X705F, qcom, 240dpi, 1200x1848
 LENOVO/Lenovo, Lenovo YB1-X90F, yeti, r2_cht_ffd, 280dpi, 1200x1848
 LENOVO/Lenovo, Lenovo TB-J606L, J606L, qcom, 280dpi, 1200x1916
 LENOVO/Lenovo, Lenovo TB3-850M, TB3-850M, mt6735, 213dpi, 1280x736
 LENOVO/Lenovo, Lenovo YT3-850L, YT3-850L, qcom, 213dpi, 1280x736
 LENOVO/Lenovo, Lenovo TB-X505X, TB-X505X, qcom, 176dpi, 1280x747
 LENOVO/Lenovo, Lenovo B8000-H, B8000, mt8389, 160dpi, 1280x752
 LENOVO/Lenovo, Lenovo YT-K606F, K606F, qcom, 240dpi, 1350x2136
 LENOVO/Lenovo, Lenovo YT-X703L, YT-X703L, qcom, 320dpi, 1600x2464
 LENOVO/Lenovo, Lenovo TAB 2 A10-70L, A10-70L, mt8752, 240dpi, 1920x1128
 LENOVO/Lenovo, Lenovo TB-7504X, TB-7504X, mt6735, 240dpi, 720x1208
 LENOVO/Lenovo, Lenovo TB-7703X, TB-7703X, qcom, 240dpi, 720x1208
 LENOVO/Lenovo, Lenovo PB2-650M, PB2, mt6735, 240dpi, 720x1280
 LENOVO/Lenovo, Lenovo A5000, A5000, mt6582, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo A6000, Kraft-A6000, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo A6010, A6010, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo A6020a40, A6020a40, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo A7000-a, A7000-a, mt6752, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo A916, A916, mt6592, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo K10a40, K10a40, mt6735, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo P1ma40, P1ma40, mt6735, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo P70-A, P70-A, mt6752, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo S850, S850, mt6582, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo S90-A, sisleyr, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo S90-U, sisleyr, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo Vibe Z2, z2r, qcom, 320dpi, 720x1280
 LENOVO/Lenovo, Lenovo L18021, L18021, mt6739, 360dpi, 720x1332
 LENOVO/Lenovo, K350t, K350t, mt6755, 320dpi, 720x1344
 LENOVO/Lenovo, Lenovo L38011, k5, qcom, 320dpi, 720x1344
 LENOVO/Lenovo, Lenovo L38043, K9, mt6765, 320dpi, 720x1344
 LENOVO/Lenovo, Lenovo L19041, Lenovo_A6_Note, mt6765, 320dpi, 720x1409
 LENOVO/Lenovo, Lenovo K13 Note, capri, qcom, 280dpi, 720x1473
 LENOVO/Lenovo, Lenovo K12 Pro, cebu, qcom, 306dpi, 720x1476
 LENOVO/Lenovo, Lenovo K12 Note, guamp, qcom, 280dpi, 720x1515
 LENOVO/Lenovo, Lenovo TB-8505X, 8505X, mt8766, 240dpi, 800x1208
 LENOVO/Lenovo, Lenovo TB-X304F, X304F, qcom, 212dpi, 800x1216
 LENOVO/Lenovo, Lenovo TB-X304L, X304L, qcom, 212dpi, 800x1216
 LENOVO/Lenovo, Lenovo A3500-HV, A3500HV, mt8382, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo A5500-H, A5500-H, mt8382, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo TAB 2 A8-50LC, A8-50LC, mt6735, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo TB-8304F1, TB-8304F1, mt8163, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo TB-8504F, TB-8504F, qcom, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo TB-8504X, TB-8504X, qcom, 213dpi, 800x1216
 LENOVO/Lenovo, Lenovo TB-X104L, X104L, qcom, 186dpi, 800x1224
 LENOVO/Lenovo, Lenovo TB-X306X, X306X, mt8768, 186dpi, 800x1224
 LENOVO/Lenovo, Lenovo A7600-H, A7600-H, mt8382, 160dpi, 800x1232
 LENOVO/Lenovo, Lenovo TB2-X30F, TB2-X30F, qcom, 160dpi, 800x1232
 LENOVO/Lenovo, Lenovo TB2-X30L, TB2-X30L, qcom, 160dpi, 800x1232
 LENOVO/Lenovo, Lenovo TB-X103F, TB-X103F, qcom, 160dpi, 800x1232
 LENOVO/Lenovo, Lenovo TB-X104F, X104F, qcom, 160dpi, 800x1232
 LENOVO/Lenovo, Lenovo TB-X505L, TB-X505L, qcom, 160dpi, 800x1232
 LGE, LG-H930, joan, msm8998, 240dpi, 1080x1920
 LGE/google, Nexus 5X, bullhead, bullhead, 420dpi, 1080x1794
 LGE/google, Nexus 5, hammerhead, hammerhead, 480dpi, 1776x1080
 LGE/google, Nexus 4, mako, mako, 320dpi, 768x1184
 LGE/lge, LG-D800, g2, g2, 480dpi, 1080x1776
 LGE/lge, LG-D802, g2, g2, 480dpi, 1080x1776
 LGE/lge, LG-K580, k7, k7, 480dpi, 1080x1787
 LGE/lge, LG-H955, z2, z2, 480dpi, 1080x1794
 LGE/lge, LG-M710, lv9n, lv9, 480dpi, 1080x1920
 LGE/lge, LG-M700, mh, mh, 540dpi, 1080x1984
 LGE/lge, LM-Q610.FGN, mcv5a, mcv5a, 540dpi, 1080x1998
 LGE/lge, LM-Q710.FGN, cv7a, cv7a, 540dpi, 1080x1998
 LGE/lge, LG-M700, mhn, mh, 480dpi, 1080x2004
 LGE/lge, LGL722DL, cv7as, cv7as, 480dpi, 1080x2016
 LGE/lge, LM-G810, betalm, betalm, 480dpi, 1080x2016
 LGE/lge, LM-Q710.FG, cv7a, cv7a, 480dpi, 1080x2016
 LGE/lge, LM-Q710.FGN, mcv7a, mcv7a, 480dpi, 1080x2016
 LGE/lge, LM-Q720, cv7as, cv7as, 480dpi, 1080x2016
 LGE/lge, LG-Q710AL, mcv7a, mcv7a, 420dpi, 1080x2034
 LGE/lge, LG-Q710PL, mcv7a, mcv7a, 420dpi, 1080x2034
 LGE/lge, LML713DL, cv7a, cv7a, 420dpi, 1080x2034
 LGE/lge, LM-Q610.FG, mcv5a, mcv5a, 420dpi, 1080x2034
 LGE/lge, LM-Q720, cv7as-pr, cv7as, 420dpi, 1080x2034
 LGE/lge, LG-US998, joan, joan, 480dpi, 1080x2034
 LGE/lge, LM-G710, judyln, judyln, 540dpi, 1080x2107
 LGE/lge, LM-G820, alphalm, alphalm, 540dpi, 1080x2108
 LGE/lge, LM-Q630, mdh40lm, mdh40lm, 420dpi, 1080x2110
 LGE/lge, LM-Q620, mh3, mh3, 420dpi, 1080x2129
 LGE/lge, LM-G850, mh2lm, mh2lm, 420dpi, 1080x2137
 LGE/lge, LM-G710N, judyln, judyln, 420dpi, 1080x2143
 LGE/lge, LM-V450, flashlm, flashlm, 420dpi, 1080x2146
 LGE/lge, LG-H930, joan, joan, 480dpi, 1080x2160
 LGE/lge, LM-Q850, falcon, falcon, 420dpi, 1080x2214
 LGE/lge, LM-Q730, mdh50lm, mdh50lm, 480dpi, 1080x2214
 LGE/lge, LM-G900, caymanlm, caymanlm, 420dpi, 1080x2258
 LGE/lge, LM-G910, caymanslm, caymanslm, 420dpi, 1080x2258
 LGE/lge, LM-V600, timelm, timelm, 420dpi, 1080x2258
 LGE/lge, LM-G910, caymanslm, caymans, 420dpi, 1080x2342
 LGE/lge, LM-F100, winglm, winglm, 420dpi, 1080x2418
 LGE/lge, LG-K350, mm1v, mm1v, 320dpi, 1187x720
 LGE/lge, LG-K420, m216n, m216, 320dpi, 1188x720
 LGE/lge, LG-V930, t1lte, t1lte, 240dpi, 1200x1849
 LGE/lge, LG-H860, h1, h1, 720dpi, 1440x2371
 LGE/lge, LG-H918, elsa, qcom, 560dpi, 1440x2392
 LGE/lge, LG-D855, g3, g3, 640dpi, 1440x2392
 LGE/lge, LG-F800K, elsa, elsa, 640dpi, 1440x2392
 LGE/lge, LG-F800L, elsa, elsa, 640dpi, 1440x2392
 LGE/lge, LG-H818, p1, p1, 640dpi, 1440x2392
 LGE/lge, LG-H818N, p1, p1, 640dpi, 1440x2392
 LGE/lge, LG-H830, h1, h1, 640dpi, 1440x2392
 LGE/lge, LG-H840, alicee, alicee, 640dpi, 1440x2392
 LGE/lge, LG-H850, h1, h1, 640dpi, 1440x2392
 LGE/lge, LG-H901, pplus, pplus, 640dpi, 1440x2392
 LGE/lge, LG-H918, elsa, elsa, 640dpi, 1440x2392
 LGE/lge, LGLS990, g3, g3, 640dpi, 1440x2392
 LGE/lge, LGLS992, h1, h1, 640dpi, 1440x2392
 LGE/lge, LG-US996, elsa, elsa, 640dpi, 1440x2392
 LGE/lge, VS986, p1, p1, 640dpi, 1440x2392
 LGE/lge, VS987, h1, h1, 640dpi, 1440x2392
 LGE/lge, VS990, pplus, pplus, 640dpi, 1440x2392
 LGE/lge, VS995, elsa, elsa, 640dpi, 1440x2392
 LGE/lge, LG-H820, h1, h1, 560dpi, 1440x2413
 LGE/lge, LG-K720, m922, m922, 420dpi, 1440x2560
 LGE/lge, LG-H870, lucye, lucye, 720dpi, 1440x2646
 LGE/lge, LG-H870DS, lucye, lucye, 720dpi, 1440x2646
 LGE/lge, LM-V350, judyp, judyp, 720dpi, 1440x2664
 LGE/lge, LG-H870I, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, LG-H871, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, LG-H872, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, LG-H873, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, LG-LS993, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, VS988, lucye, lucye, 640dpi, 1440x2672
 LGE/lge, LG-H931, joan, joan, 640dpi, 1440x2712
 LGE/lge, LG-H932, joan, joan, 640dpi, 1440x2712
 LGE/lge, LM-G710VM, judyln, judyln, 720dpi, 1440x2810
 LGE/lge, LM-V500N, flashlmdd, flashlmdd, 560dpi, 1440x2974
 LGE/lge, LG-F800S, elsa, elsa, 640dpi, 2048x2048
 LGE/lge, LG-H815, p1, p1, 640dpi, 2392x1440
 LGE/lge, LG-H990, elsa, elsa, 640dpi, 2392x1440
 LGE/lge, VS996, joan, joan, 640dpi, 2712x1440
 LGE/lge, LG-H420, my70, my70, 320dpi, 720x1184
 LGE/lge, LG-H540, mp1s3gds, mp1s3gds, 320dpi, 720x1184
 LGE/lge, LG-K410, m23g, m23g, 320dpi, 720x1184
 LGE/lge, LG-K430, m253, m253, 320dpi, 720x1184
 LGE/lge, LG-K500, k5, k5, 320dpi, 720x1184
 LGE/lge, LG-X240, mlv3, mt6735, 320dpi, 720x1184
 LGE/lge, LM-X210, cv109, cv109, 360dpi, 720x1185
 LGE/lge, LM-X210CM, cv1, cv1, 360dpi, 720x1185
 LGE/lge, LG-H500, my90, my90, 320dpi, 720x1187
 LGE/lge, LG-H502, my90ds, my90ds, 320dpi, 720x1187
 LGE/lge, LG-K200, k6b, k6b, 320dpi, 720x1187
 LGE/lge, LG-K350, mm1vn, mm1v, 320dpi, 720x1187
 LGE/lge, LG-M200, lv3n, lv3, 320dpi, 720x1187
 LGE/lge, LG-M210, lv3, lv3, 360dpi, 720x1187
 LGE/lge, LG-D724, jag3gds, jag3gds, 320dpi, 720x1188
 LGE/lge, LG-H422, my70ds, my70ds, 320dpi, 720x1188
 LGE/lge, LG-H440n, c70n, c70, 320dpi, 720x1188
 LGE/lge, LG-H650, c100, c100, 320dpi, 720x1188
 LGE/lge, LG-K212, k6p, k6p, 320dpi, 720x1193
 LGE/lge, LG-K220, mk6p, mk6p, 320dpi, 720x1193
 LGE/lge, LG-M250, mlv5n, mlv5, 320dpi, 720x1193
 LGE/lge, LG-M320, mlv7, mlv7, 320dpi, 720x1193
 LGE/lge, LG-TP260, lv517, lv517, 320dpi, 720x1193
 LGE/lge, LM-X220PM, mcv1s, mcv1s, 320dpi, 720x1193
 LGE/lge, VS501, lv517, lv517, 320dpi, 720x1193
 LGE/lge, LG-M250, mlv5, mlv5, 360dpi, 720x1193
 LGE/lge, LG-SP320, mlv7, mlv7, 360dpi, 720x1193
 LGE/lge, LM-X410.F, mcv3, mcv3, 360dpi, 720x1193
 LGE/lge, LG-M327, lv7, lv7, 320dpi, 720x1195
 LGE/lge, LG-D722, jagnm, jagnm, 320dpi, 720x1196
 LGE/lge, LML212VL, cv1, cv1, 320dpi, 720x1196
 LGE/lge, LM-X210, cv1, cv1, 320dpi, 720x1196
 LGE/lge, LM-X220, cv1s, cv1s, 320dpi, 720x1196
 LGE/lge, LM-X410.FG, cv3, cv3, 320dpi, 720x1196
 LGE/lge, LM-X410.FGN, cv3, cv3, 320dpi, 720x1196
 LGE/lge, LGL84VL, sf317, sf317, 320dpi, 720x1199
 LGE/lge, LGLS775, ph1, ph1, 320dpi, 720x1199
 LGE/lge, LG-M400, msf3, msf3, 320dpi, 720x1199
 LGE/lge, LG-M430, sf317, sf317, 320dpi, 720x1199
 LGE/lge, LG-H635, g4stylusn, g4stylusn, 320dpi, 720x1200
 LGE/lge, LGLS770, g4stylusc, g4stylusc, 320dpi, 720x1200
 LGE/lge, LM-X210VPP, cv1, cv1, 280dpi, 720x1206
 LGE/lge, LM-X420, mh4x, mh4x, 360dpi, 720x1332
 LGE/lge, LM-X320, mh5lm, mh5lm, 320dpi, 720x1344
 LGE/lge, LM-X420, mmh4, mmh4, 360dpi, 720x1351
 LGE/lge, LGL322DL, mh5lm-8m, mh5lm, 280dpi, 720x1356
 LGE/lge, LM-X420, mmh4x, mmh4x, 280dpi, 720x1356
 LGE/lge, LM-X525, mmh4p, mmh4p, 360dpi, 720x1358
 LGE/lge, LM-K300, mdh5lm, mdh5lm, 320dpi, 720x1365
 LGE/lge, LM-K200, dh0lm, qcom, 320dpi, 720x1372
 LGE/lge, LM-X520, mmh4p-pr, mmh4p, 280dpi, 720x1381
 LGE/lge, LM-K500, mdh30xlm, mdh30xlm, 360dpi, 720x1398
 LGE/lge, LM-K500, mdh30lm, mdh30lm, 280dpi, 720x1417
 LGE/lge, LM-X430, mmh55lm, mmh55lm, 360dpi, 720x1417
 LGE/lge, LM-X540, mmh45lm, mmh45lm, 360dpi, 720x1417
 LGE/lge, LG-G710, judyln, judyln, 280dpi, 720x1429
 LGE/lge, LM-V405, judypn, judypn, 280dpi, 720x1431
